	text	retweet_count	favorite_count	created_at	
624	Con la nueva app #POSPópuli <f0><U+009F><U+0093><U+00B1><f0><U+009F><U+0093><U+00B1> los colombianos pueden conocer de una manera más fácil y rápida cuáles son los medic… https://t.co/mFEiCGoxG1	0	0	Thu Apr 26 16:40:15 +0000 2018	
625	En #TemporadadeLluvias crecen los ríos, se desbordan las quebradas y las montañas son propensas a deslizamientos. https://t.co/QCvdPNcbDp	0	0	Thu Apr 26 16:20:13 +0000 2018	
626	#DíaMundialcontralaMalaria conozca sus causas y sus síntomas. https://t.co/t3Be4OlHrJ	5	6	Thu Apr 26 16:00:46 +0000 2018	
627	Cinco signos de alarma para prevenir #EnfermedadesRespiratorias en menores. #GripaAMetros. https://t.co/rYVnFiggVb	8	2	Thu Apr 26 15:40:13 +0000 2018	
628	Vía @colombiacompra: ¿Puedes ofrecerle al Estado soluciones para el tratamiento de pacientes oncológicos? Participa… https://t.co/yRiJCZYtOm	2	6	Thu Apr 26 15:20:14 +0000 2018	
629	¿Qué ideas tienes para contribuir al reconocimiento y respeto de los recursos públicos de la salud? ¿Y tú, cómo vas… https://t.co/Q1xajHFonc	3	6	Thu Apr 26 15:15:30 +0000 2018	
630	Representantes de 15 departamentos y 50 municipios reunidos en MinSalud para la construcción del plan de acción de… https://t.co/FHbv8WJ19M	12	17	Thu Apr 26 15:14:36 +0000 2018	
631	#ConozcoMisDerechosyDeberes Que atiendan con prioridad a los menores de 18 años. https://t.co/4SmLzLRuqY	0	1	Thu Apr 26 15:01:00 +0000 2018	
632	Hasta el próximo 30 de abril usted puede nominar servicios y tecnologías para que no sean costeadas con los recurso… https://t.co/3uSnSInhRS	4	7	Thu Apr 26 14:40:13 +0000 2018	
633	RT @INSColombia: #NoticiasINS: en el Día Mundial de la #Malaria, el @INSColombia reveló que en lo que va de 2018 se han notificado 14.732 c…	7	0	Thu Apr 26 14:22:13 +0000 2018	
634	"""En la semana de vacunación de Las Américas se aplicarán vacunas que protegen contra 26 enfermedades altamente tran… https://t.co/Ij6OMJ9JnL"	4	4	Thu Apr 26 14:20:12 +0000 2018	
635	Las vacunas no solo evitan muertes, también pobreza | Planeta Futuro | EL PAÍS https://t.co/sIe9FwfGM7	11	11	Thu Apr 26 14:15:23 +0000 2018	
637	Durante la #TemporadaDeLluvias ten en cuenta estas recomendaciones, la prevención es nuestra mejor opción.… https://t.co/WPEseHwCKM	3	6	Thu Apr 26 14:00:39 +0000 2018	
638	Programa de #CrecimientoyDesarrollo, #citacontuvidasana. https://t.co/dReYHQcfIm https://t.co/uivHvz8NJN	9	9	Thu Apr 26 13:40:11 +0000 2018	
639	Promovamos la transparencia en el sistema de salud, ¿sabías que uno de los efectos de la corrupción es la desconfia… https://t.co/UNTFE70hNf	12	15	Thu Apr 26 13:30:33 +0000 2018	
640	Recomendaciones frente al aumento de #EnfermedadesRespiratorias asociadas a la #TemporadaDeLluvias. #RuedaDePrensa https://t.co/rtfX3ixDTM	9	3	Thu Apr 26 13:00:38 +0000 2018	
641	RT @Casanaresalud: Tercera sesión Primera Jornada de Apoyo  Diagnóstico por Laboratorio de Eventos de Interés en Salud Pública-EISP @Unisan…	3	0	Thu Apr 26 12:46:59 +0000 2018	
642	Colombia renueva su compromiso con la eliminación de la malaria en el evento de conmemoración del Día Internacional… https://t.co/rSCYdjzd9m	2	3	Thu Apr 26 12:40:08 +0000 2018	
643	#TemporadaDeLluvias Tenga en cuenta estas precauciones para protegerse de las enfermedades respiratorias… https://t.co/hVJMU1uVAK	10	2	Thu Apr 26 12:20:09 +0000 2018	
644	RT @BluRadioCo: Esta noche desde las 10:00 p.m.  @agaviriau, @MinSaludCol, estará en #Altavoz a través de #FacebookLive. ¡Imperdible! #Alej…	12	0	Thu Apr 26 02:03:56 +0000 2018	
645	RT @colsaludable: Nuestra Pila en Salud si paga,se puede llegar al cargo de Vice Ministra de salud por merito, trabajo, ética y honestidad,…	8	0	Thu Apr 26 01:03:15 +0000 2018	
646	RT @SocPediatria: @MinSaludCol dio a conocer nuevos casos de sarampión en el país. Amplíe sus conocimientos en vacunas con nuestro WEBINAR…	2	0	Wed Apr 25 23:33:18 +0000 2018	
647	Recomendaciones frente al aumento de #EnfermedadesRespiratorias asociadas a la #TemporadaDeLluvias. #RuedaDePrensa https://t.co/rtfX3ixDTM	5	3	Wed Apr 25 23:00:42 +0000 2018	
648	Intervención del ministro @agaviriau en la presentación de los avances del proyecto #SaludParaLaPaz https://t.co/WX5S6Ep9Iu	7	6	Wed Apr 25 22:40:06 +0000 2018	
649	La construcción de paz en Colombia avanza y el mundo así lo reconoce. El respaldo de la comunidad internacional es… https://t.co/TmfB33eqZk	4	1	Wed Apr 25 22:13:31 +0000 2018	
650	#ConozcoMisDerechosyDeberes Que atiendan con prioridad a los menores de 18 años. https://t.co/4SmLzLRuqY	2	0	Wed Apr 25 22:00:36 +0000 2018	
651	Hasta el próximo 30 de abril usted puede nominar servicios y tecnologías para que no sean costeadas con los recurso… https://t.co/IKzriIaFNm	3	1	Wed Apr 25 21:40:07 +0000 2018	
652	Con la nueva app #POSPópuli <f0><U+009F><U+0093><U+00B1><f0><U+009F><U+0093><U+00B1> los colombianos pueden conocer de una manera más fácil y rápida cuáles son los medic… https://t.co/T8TSPhRh15	10	6	Wed Apr 25 21:00:38 +0000 2018	
653	Colombia renueva su compromiso con la eliminación de la malaria en el evento de conmemoración del Día Internacional… https://t.co/kAiItDLAZG	4	3	Wed Apr 25 20:58:00 +0000 2018	
654	Evite el contacto con personas que tengan gripa o tos. Prevenga #EnfermedadesRespiratorias. https://t.co/OFBDcXIvgZ https://t.co/T8gQYyLM2w	11	4	Wed Apr 25 20:20:10 +0000 2018	
655	Día Internacional de lucha contra la #Malaria, una enfermedad infecciosa que se transmite por la picadura del mosqu… https://t.co/RNO6KIIllJ	16	8	Wed Apr 25 20:05:10 +0000 2018	
656	La vacunación es la mejor forma de prevenir enfermedades graves. #RefuerzaTusDefensas Semana de Vacunación de Las A… https://t.co/h7qm3r8yK9	11	15	Wed Apr 25 19:40:10 +0000 2018	
657	RT @INSColombia: Hoy en el Día Internacional de lucha contra la #Malaria es importante que conozcas cómo identificar esta enfermedad. https…	20	0	Wed Apr 25 19:20:13 +0000 2018	
658	Ilumine y ventile su vivienda para prevenir #EnfermedadesRespiratorias #TemporadaDeLluvias https://t.co/OFBDcXIvgZ https://t.co/bwlcruU1If	9	0	Wed Apr 25 19:20:12 +0000 2018	
659	"RT @INSColombia: José Fernando Valderrama, Subdirector de Enfermedades Transmisibles del @MinSaludCol ""Preparados para vencer al Paludismo""…"	8	0	Wed Apr 25 19:10:26 +0000 2018	
660	#Webinar gratuito: reemergencia de enfermedades inmunoprevenibles en Colombia y la región. Miércoles de 25 de abril… https://t.co/Ft3aPQtOke	3	3	Wed Apr 25 19:09:25 +0000 2018	
661	¿Considera usted que hay medicamentos, procedimientos, servicios que no deberían ser financiadas con recursos públi… https://t.co/uO6Jn1UwBn	6	7	Wed Apr 25 19:00:51 +0000 2018	
662	#RefuerzaTusDefensas con la vacunación. MinSalud se une una vez más a la 16 versión de la Jornada de Vacunación de… https://t.co/mf0TQcqMkx	13	11	Wed Apr 25 18:40:10 +0000 2018	
663	#ConozcoMisDerechosyDeberes Recibir por escrito las razones por las cuales se niega un servicio. https://t.co/ONhkmIGKeT	6	3	Wed Apr 25 18:20:12 +0000 2018	
664	#TemporadaDeLluvias Tenga en cuenta estas precauciones para protegerse de las enfermedades respiratorias… https://t.co/uxWwvWs7wF	8	2	Wed Apr 25 17:40:12 +0000 2018	
665	¿Sabías que Colombia tiene un Sistema Estadístico Nacional que certifica y garantiza que la información estadística… https://t.co/4oXNYEPlKz	1	0	Wed Apr 25 17:20:12 +0000 2018	
666	#RefuerzaTusDefensas con la vacunación. MinSalud se une una vez más a la 16 versión de la Semana de Vacunación de L… https://t.co/tBBuEWTpdj	9	6	Wed Apr 25 17:00:53 +0000 2018	
667	RT @medicina_udea: #Telesalud ¡Seguimos en Guaviare! Hoy estamos en Mesa Ampliada de concertación en pro de la implementación del Modelo In…	4	0	Wed Apr 25 16:47:45 +0000 2018	
668	Ya no hay pacientes de pacientes de primera o segunda categoría. Aquí hay salud para todos. Además, regulamos el pr… https://t.co/ieAGzsFIgA	14	13	Wed Apr 25 16:40:09 +0000 2018	
669	En la semana de vacunación de Las Américas MinSalud inmunizará a 372 mil niños menores de 6 años.… https://t.co/sqMWCnon3l	9	7	Wed Apr 25 16:00:36 +0000 2018	
670	#SaludParaLaPaz: fortaleciendo comunidades. La salud, como constructora de paz en el marco de los acuerdos. https://t.co/IXVQUhwsg4	5	0	Wed Apr 25 15:40:13 +0000 2018	
671	En #TemporadadeLluvias crecen los ríos, se desbordan las quebradas y las montañas son propensas a deslizamientos. https://t.co/QCvdPNcbDp	1	5	Wed Apr 25 15:20:12 +0000 2018	
672	#DíaMundialcontralaMalaria conozca sus causas y sus síntomas. https://t.co/t3Be4OlHrJ	20	26	Wed Apr 25 15:10:57 +0000 2018	
673	RT @CordobaSalud: #Hoy continuamos en el taller de implementación de las RÍAS en Córdoba, dirigido por @MinSaludCol https://t.co/IgusLGx1je	2	0	Wed Apr 25 15:10:00 +0000 2018	
674	RT @josefvalderrama: #NorteDeSantander sede de revisión y trabajo del plan de eliminación de la rabia humana @OPSOMS_Col @orasconhu @INSCol…	4	0	Wed Apr 25 15:09:42 +0000 2018	
675	¿Qué deseas aprender, y qué tienes para enseñar sobre el sistema de salud? Hacerte esas preguntas también es aporta… https://t.co/wmxYY3FQ1a	2	4	Wed Apr 25 15:01:02 +0000 2018	
676	Reconozca los síntomas de Infección Respiratoria Agua - IRA en infantes https://t.co/Akc28GIzny	1	1	Wed Apr 25 15:00:45 +0000 2018	
677	Cinco signos de alarma para prevenir #EnfermedadesRespiratorias en menores. #GripaAMetros. https://t.co/rYVnFiggVb	0	0	Wed Apr 25 14:40:10 +0000 2018	
678	Trabajemos juntos por la #legalidad. Afíliese de manera legal y pague lo justo por sus aportes a salud y pensión. https://t.co/PV4Y9XoL7a	9	3	Wed Apr 25 14:20:12 +0000 2018	
679	Cali, la primera ciudad del mundo donde se implementará el C/Can 2025: Desafío de Ciudades Contra el Cáncer. La pri… https://t.co/0mNAS2yi40	3	13	Wed Apr 25 14:00:47 +0000 2018	
680	¿Cuál crees tú que es el reto pedagógico más grande del Sistema de Salud? #CulturadelaSeguridadSocial… https://t.co/kVcuW19Bpz	5	6	Wed Apr 25 13:55:10 +0000 2018	
681	"""En la semana de vacunación de Las Américas se aplicarán vacunas que protegen contra 26 enfermedades altamente tran… https://t.co/8y1ISGC7OV"	1	1	Wed Apr 25 13:40:09 +0000 2018	
682	RT @colombiacompra: ¿Puedes ofrecerle al Estado soluciones para el tratamiento de pacientes oncológicos? Participa y contribuye con el fort…	11	0	Wed Apr 25 13:39:51 +0000 2018	
683	"RT @NoticiasRCN: ""Tenemos 15 casos reportados en nuestros país, todos importados (...) no tenemos ningún caso de contagio a los niños colom…"	15	0	Wed Apr 25 13:31:30 +0000 2018	
684	Inicia taller de la #CulturaDeLaSeguridadSocial en Salud con estudiantes en el Colegio Champagnat https://t.co/BgsUUknEy7	4	6	Wed Apr 25 13:30:48 +0000 2018	
685	Durante la #TemporadaDeLluvias ten en cuenta estas recomendaciones, la prevención es nuestra mejor opción.… https://t.co/DZTMi6dhfe	0	3	Wed Apr 25 13:20:10 +0000 2018	
686	El ministro @agaviriau se reunió con la princesa de Jordania, @DinaMired, presidenta de la Unión Internacional Cont… https://t.co/xz9TIqikZm	11	18	Wed Apr 25 13:00:32 +0000 2018	
687	Todos los actores del sistema de salud tenemos mucho que aprender el uno del otro				
688	Programa de #CrecimientoyDesarrollo, #citacontuvidasana. https://t.co/dReYHQcfIm https://t.co/uivHvz8NJN	4	7	Wed Apr 25 12:40:07 +0000 2018	
689	Hasta el próximo 30 de abril usted puede nominar servicios y tecnologías para que no sean costeadas con los recurso… https://t.co/qJDe1w467G	4	1	Wed Apr 25 12:20:09 +0000 2018	
690	Cali será la primera ciudad del mundo donde se implementará el C/Can 2025: Desafío de Ciudades Contra el Cáncer. La… https://t.co/8QLfUtdVKz	55	97	Wed Apr 25 02:18:35 +0000 2018	
691	El ministro @agaviriau se reúne con la princesa de Jordania, @DinaMired, presidenta de la Unión Internacional Contr… https://t.co/0RjtoVd6BB	20	50	Wed Apr 25 02:12:37 +0000 2018	
692	RT @CMILANOTICIA: .@MinSaludCol participará en congreso para pacientes con cáncer en la sangre https://t.co/rIhxzev50M https://t.co/H9pfcIi…	4	0	Wed Apr 25 00:50:40 +0000 2018	
693	Recomendaciones frente al aumento de #EnfermedadesRespiratorias asociadas a la #TemporadaDeLluvias. #RuedaDePrensa https://t.co/rtfX3ixDTM	2	3	Tue Apr 24 23:00:45 +0000 2018	
694	Intervención del ministro @agaviriau en la presentación de los avances del proyecto #SaludParaLaPaz https://t.co/WX5S6Ep9Iu	1	0	Tue Apr 24 22:40:05 +0000 2018	
695	RT @INSColombia: @INSColombia haciendo vigilancia y análisis del riesgo en más de 30 eventos de interés en salud pública #INSConfiable http…	7	0	Tue Apr 24 22:25:53 +0000 2018	
696	#OperaciónGuajira logró vacunar cerca de 3 mil niños en 8 días. https://t.co/r2PPdg9Fup Del 4 al 11 de abril en 6 m… https://t.co/iLQfBQJbkA	3	6	Tue Apr 24 22:20:07 +0000 2018	
697	#ConozcoMisDerechosyDeberes Que atiendan con prioridad a los menores de 18 años. https://t.co/4SmLzLRuqY	1	1	Tue Apr 24 22:00:53 +0000 2018	
698	Hasta el próximo 30 de abril usted puede nominar servicios y tecnologías para que no sean costeadas con los recurso… https://t.co/beYrgNoLgC	2	4	Tue Apr 24 21:40:09 +0000 2018	
699	RT @invimacolombia: ¿Tiene duda sobre la legalidad del producto? ingrese a https://t.co/U0TFGKtNtk y verifique la información de #etiqueta…	17	0	Tue Apr 24 21:26:44 +0000 2018	
700	Patrick Zuber, experto de Organización Mundial de la Salud @opsoms, expone sobre la seguridad de vacuna contra viru… https://t.co/RfnoWtAg0w	9	3	Tue Apr 24 21:20:09 +0000 2018	
701	Evite el contacto con personas que tengan gripa o tos. Prevenga #EnfermedadesRespiratorias. https://t.co/OFBDcXIvgZ https://t.co/T8gQYyLM2w	8	6	Tue Apr 24 20:20:10 +0000 2018	
702	RT @paicali: Princesa de Jordania @dinamired nos enseñó que el cáncer no distingue condición social. Con la vacuna #Vph luchamos contra el…	18	0	Tue Apr 24 20:14:26 +0000 2018	
703	Minsalud creciendo como organización sostenible. Somos talento Minsalud consciente. #CicloSiete #Diseñosostenible https://t.co/MXq09TXh6O	14	15	Tue Apr 24 20:03:53 +0000 2018	
704	La vacunación es la mejor forma de prevenir enfermedades graves. #RefuerzaTusDefensas Semana de Vacunación de Las A… https://t.co/NtH0Vk63hf	4	2	Tue Apr 24 19:40:10 +0000 2018	
705	Ilumine y ventile su vivienda para prevenir #EnfermedadesRespiratorias #TemporadaDeLluvias https://t.co/OFBDcXIvgZ https://t.co/bwlcruU1If	8	3	Tue Apr 24 19:20:11 +0000 2018	
706	¿Considera usted que hay medicamentos, procedimientos, servicios que no deberían ser financiadas con recursos públi… https://t.co/LAq2Ut4dFW	5	4	Tue Apr 24 19:00:53 +0000 2018	
707	#RefuerzaTusDefensas con la vacunación. MinSalud se une una vez más a la 16 versión de la Jornada de Vacunación de… https://t.co/hnj7kvFYHI	2	1	Tue Apr 24 18:40:12 +0000 2018	
708	#ConozcoMisDerechosyDeberes Recibir por escrito las razones por las cuales se niega un servicio. https://t.co/ONhkmIGKeT	9	4	Tue Apr 24 18:20:11 +0000 2018	
709	#TemporadaDeLluvias Tenga en cuenta estas precauciones para protegerse de las enfermedades respiratorias… https://t.co/PLGJeIPTin	5	3	Tue Apr 24 17:40:10 +0000 2018	
710	RT @fcardioinfantil: @minsaludcol @agaviriau La cadena que salva vidas: En la @fcardioinfantil transformamos el proceso de cadena de abaste…	15	0	Tue Apr 24 17:27:25 +0000 2018	
711	RT @INSColombia: ¡Hoy #EnVivo por @CanalCapital no te pierdas la entrevista de la Directora @INSColombia con un tema muy importante sobre l…	18	0	Tue Apr 24 17:26:48 +0000 2018	
712	Avanza plan de choque para el abastecimiento de medicamentos. @MinSaludCol e @invimacolombia realizaron el viernes… https://t.co/Wvnl3yriW8	15	6	Tue Apr 24 17:23:38 +0000 2018	
713	#RefuerzaTusDefensas con la vacunación. MinSalud se une una vez más a la 16 versión de la Semana de Vacunación de L… https://t.co/9W8drwtA3h	3	6	Tue Apr 24 17:00:57 +0000 2018	
714	Ya no hay pacientes de pacientes de primera o segunda categoría. Aquí hay salud para todos. Además, regulamos el pr… https://t.co/sP2nhWVBFq	8	10	Tue Apr 24 16:40:13 +0000 2018	
715	¿Sabías que Colombia tiene un Sistema Estadístico Nacional que certifica y garantiza que la información estadística… https://t.co/92rZYe4bEF	5	4	Tue Apr 24 16:20:12 +0000 2018	
716	Viceministro de Política de Salud de Corea, Sr. Kang Dotae y ViceSalud de Colombia, Luis Fernando Correa Serna, est… https://t.co/cUwkyDozd5	4	14	Tue Apr 24 16:10:10 +0000 2018	
717	En la semana de vacunación de Las Américas MinSalud inmunizará a 372 mil niños menores de 6 años.… https://t.co/Xj1vxF0XKX	3	3	Tue Apr 24 16:00:46 +0000 2018	
718	#SaludParaLaPaz: fortaleciendo comunidades. La salud, como constructora de paz en el marco de los acuerdos. https://t.co/IXVQUhwsg4	2	1	Tue Apr 24 15:40:11 +0000 2018	
719	En #TemporadadeLluvias crecen los ríos, se desbordan las quebradas y las montañas son propensas a deslizamientos. https://t.co/QCvdPNcbDp	1	0	Tue Apr 24 15:20:13 +0000 2018	
720	Reconozca los síntomas de Infección Respiratoria Agua - IRA en infantes https://t.co/Akc28GIzny	1	0	Tue Apr 24 15:00:46 +0000 2018	
721	RT @afidro_colombia: La doctora Wiesner del @INCancerologia presenta los retos para el tratamiento del Cancer en el Foro de Políticas Publi…	12	0	Tue Apr 24 14:56:13 +0000 2018	
722	RT @CEugeniaDvila: organización Sánitas comprometida con la reflexión  valores  “Cultura de la Seguridad Social”.experiencia positiva https…	10	0	Tue Apr 24 14:45:03 +0000 2018	
723	Cinco signos de alarma para prevenir #EnfermedadesRespiratorias en menores. #GripaAMetros. https://t.co/rYVnFiggVb	3	0	Tue Apr 24 14:40:10 +0000 2018	
724	Desde la Semana de la #CulturaDeLaSeguridadSocial te decimos: Cuídate mucho! Así estarás contribuyendo con la vaca… https://t.co/0ZaJT2ULYt	11	14	Tue Apr 24 14:30:08 +0000 2018	
725	Trabajemos juntos por la #legalidad. Afíliese de manera legal y pague lo justo por sus aportes a salud y pensión. https://t.co/PV4Y9XoL7a	2	2	Tue Apr 24 14:20:11 +0000 2018	
726	Viceministra @CEugeniaDvila reconoce el compromiso de la EPS Sanitas  con la #CulturaDeLaSeguridadSocial… https://t.co/TkEErt0rAg	5	8	Tue Apr 24 14:14:01 +0000 2018	
727	Viceministra @CEugeniaDvila instala la celebración de la semana de #CulturadelaSeguridadSocial en la EPS Sanitas.… https://t.co/pAqIA0QdRc	4	4	Tue Apr 24 14:10:55 +0000 2018	
728	Informativo #SemanaMinsalud, 23 al 30 de abril 2018 https://t.co/C01H6XA5kI	4	0	Tue Apr 24 14:00:46 +0000 2018	
729	"""En la semana de vacunación de Las Américas se aplicarán vacunas que protegen contra 26 enfermedades altamente tran… https://t.co/W4lOXWn7UA"	9	10	Tue Apr 24 13:40:09 +0000 2018	
730	Cuidar de tu salud es otra forma de aportar a la vaca de la seguridad social en salud. #Autocuidado… https://t.co/a7sgESfOhZ	2	6	Tue Apr 24 13:30:00 +0000 2018	
731	Durante la #TemporadaDeLluvias ten en cuenta estas recomendaciones, la prevención es nuestra mejor opción.… https://t.co/tnoprBsE0J	3	4	Tue Apr 24 13:20:11 +0000 2018	
732	RT @ONU_es: Cada año, las vacunas evitan entre 2 y 3 millones de muertes. #LasVacunasFuncionan #Vacúnate				
"Vía @opsoms <U+27A1><U+FE0F> https://t.co/wC8nDP…"""	194	0	FALSE	NA	
733	Todos los colombianos #HacemosVaca para aportar a la salud, con prácticas culturales sanas y el #Autocuidado podemo… https://t.co/wtulTCfz92	7	8	Tue Apr 24 13:00:34 +0000 2018	
734	RT @Saludyopalese: #MaternidadSegura #Avanzamos trabajando de la mano @Casanaresalud @alcaldiadeyopal @Saludyopalese en la implementación d…	2	0	Tue Apr 24 12:58:02 +0000 2018	
735	Programa de #CrecimientoyDesarrollo, #citacontuvidasana. https://t.co/dReYHQcfIm https://t.co/uivHvz8NJN	4	4	Tue Apr 24 12:40:09 +0000 2018	
736	¿Sabías que cuidando tu salud permitirás que otros tengan un mejor acceso a todos los servicios del Sistema de Salu… https://t.co/rYfXzNkklz	7	4	Tue Apr 24 12:25:08 +0000 2018	
737	Hasta el próximo 30 de abril usted puede nominar servicios y tecnologías para que no sean costeadas con los recurso… https://t.co/FKHyPX42dY	7	2	Tue Apr 24 12:20:09 +0000 2018	
738	RT @agaviriau: Retos y oportunidades del sistema de salud ante nuevos escenarios políticos				
					
"  https://t.co/QB030IIZvO vía @elespectador"""	45	0	FALSE	NA	
739	Informativo #SemanaMinsalud https://t.co/oy9cb45OMR	1	0	Tue Apr 24 00:06:09 +0000 2018	
740	Recomendaciones frente al aumento de #EnfermedadesRespiratorias asociadas a la #TemporadaDeLluvias. #RuedaDePrensa https://t.co/rtfX3ixDTM	1	2	Mon Apr 23 23:00:43 +0000 2018	
741	#OperaciónGuajira logró vacunar cerca de 3 mil niños en 8 días. https://t.co/r2PPdg9Fup Del 4 al 11 de abril en 6 m… https://t.co/gh6GgEI9Jg	11	6	Mon Apr 23 22:20:08 +0000 2018	
742	#ConozcoMisDerechosyDeberes Que atiendan con prioridad a los menores de 18 años. https://t.co/4SmLzLRuqY	0	1	Mon Apr 23 22:00:48 +0000 2018	
743	RT @A_ZAPATA_A: En la 4ta Semana por la Sostenibilidad Iberoamérica 2018 #CicloSiete, el Ministro de Salud y Protección Social @agaviriau c…	21	0	Mon Apr 23 21:57:38 +0000 2018	
744	Las EPS presentan Modelos de Gestión del Riesgo (segunda sesión) https://t.co/TYYY69eWQG	2	5	Mon Apr 23 21:45:07 +0000 2018	
745	Hasta el próximo 30 de abril usted puede nominar servicios y tecnologías para que no sean costeadas con los recurso… https://t.co/iCEkJDLr4W	2	1	Mon Apr 23 21:40:07 +0000 2018	
746	Las EPS presentan Modelos de Gestión del Riesgo (Primera sesión) https://t.co/4RA3SdW3Va	3	7	Mon Apr 23 21:37:01 +0000 2018	
747	EPS presentan Modelos de Gestión del Riesgo (Primera sesión) https://t.co/4RA3SdW3Va	2	7	Mon Apr 23 21:36:43 +0000 2018	
748	Patrick Zuber, experto de Organización Mundial de la Salud @opsoms, expone sobre la seguridad de vacuna contra viru… https://t.co/Uu9CvfjluM	3	2	Mon Apr 23 21:20:08 +0000 2018	
749	Con la nueva app #POSPópuli <f0><U+009F><U+0093><U+00B1><f0><U+009F><U+0093><U+00B1> los colombianos pueden conocer de una manera más fácil y rápida cuáles son los medic… https://t.co/iDFcEUfiEy	4	2	Mon Apr 23 21:00:49 +0000 2018	
750	RT @MinSaludCol: Hasta el próximo 30 de abril usted puede nominar servicios y tecnologías para que no sean costeadas con los recursos que e…	8	0	Mon Apr 23 20:49:44 +0000 2018	
751	Evite el contacto con personas que tengan gripa o tos. Prevenga #EnfermedadesRespiratorias. https://t.co/OFBDcXIvgZ https://t.co/T8gQYyLM2w	3	5	Mon Apr 23 20:20:10 +0000 2018	
752	Semana de la Sostenibilidad Día 2.  #Educacion #CicloSiete, midiendo nuestra huella de carbono personal. @agaviriau https://t.co/u2FTpeM9uI	25	26	Mon Apr 23 20:02:38 +0000 2018	
753	#POSPópuli, nueva APP para consultar desde los celulares <f0><U+009F><U+0093><U+00B1><f0><U+009F><U+0093><U+00B1>toda la información sobre procedimientos, servicios y me… https://t.co/bL8qExWQep	3	4	Mon Apr 23 20:00:54 +0000 2018	
754	La vacunación es la mejor forma de prevenir enfermedades graves. #RefuerzaTusDefensas Semana de Vacunación de Las A… https://t.co/9LHvMzwSs6	20	17	Mon Apr 23 19:40:09 +0000 2018	
755	Ilumine y ventile su vivienda para prevenir #EnfermedadesRespiratorias #TemporadaDeLluvias https://t.co/OFBDcXIvgZ https://t.co/bwlcruU1If	1	1	Mon Apr 23 19:20:12 +0000 2018	
756	¿Considera usted que hay medicamentos, procedimientos, servicios que no deberían ser financiadas con recursos públi… https://t.co/OdSqCRuiev	5	4	Mon Apr 23 19:00:44 +0000 2018	
757	#RefuerzaTusDefensas con la vacunación. MinSalud se une una vez más a la 16 versión de la Jornada de Vacunación de… https://t.co/Us63iKWnRO	7	4	Mon Apr 23 18:40:09 +0000 2018	
758	Invitación de la Viceministra de Protección, @CEugeniaDvila, a la celebración de la semana de la cultura de la segu… https://t.co/Mvivk9BU8d	2	2	Mon Apr 23 18:20:13 +0000 2018	
759	La #OperaciónGuajira permitió unir esfuerzos de las distintas entidades del Gobierno Nacional para atender a la pri… https://t.co/UpacgbUcqj	4	5	Mon Apr 23 18:00:49 +0000 2018	
760	#TemporadaDeLluvias Tenga en cuenta estas precauciones para protegerse de las enfermedades respiratorias… https://t.co/PxvEwiluGv	4	5	Mon Apr 23 17:40:09 +0000 2018	
761	RT @invimacolombia: #AlertaSanitaria 				
					
“Reyataz (Atazanavir) 300 mg	 lote 4C85179A	" fecha de vencimiento ABR/2018 """" / Fuente de la alerta:…"""	17	FALSE	
762	Buscando nuevas experiencias de atención a consumidores de sustancias psicoactivas. Interesados pueden enviar sus p… https://t.co/TdqCVR9zag	4	7	Mon Apr 23 17:20:16 +0000 2018	
763	RT @INSColombia: Equipo @INSColombia en trabajo de campo en el departamento del Cauca junto a @saludcauca fortaleciendo capacidades de resp…	11	0	Mon Apr 23 17:12:55 +0000 2018	
764	Programa de #CrecimientoyDesarrollo, #citacontuvidasana. https://t.co/dReYHQcfIm https://t.co/uivHvz8NJN	2	2	Mon Apr 23 17:10:11 +0000 2018	
765	Intervención del ministro @agaviriau en la presentación de los avances del proyecto #SaludParaLaPaz https://t.co/WX5S6Ep9Iu	5	3	Mon Apr 23 17:00:47 +0000 2018	
766	RT @saluddecaldas: #AEstaHora Conversatorio sobre Aseguramiento en Salud, una responsabilidad de todos en el desarrollo de la Semana de la…	5	0	Mon Apr 23 16:55:02 +0000 2018	
767	La #CulturaDeLaSeguridadSocial es ser solidario, aprender y enseñar, respetar los recursos públicos, cuidarte y cui… https://t.co/hjkArgwa0w	3	2	Mon Apr 23 16:50:13 +0000 2018	
768	#ConozcoMisDerechosyDeberes Recibir por escrito las razones por las cuales se niega un servicio. https://t.co/ONhkmIGKeT	5	1	Mon Apr 23 16:40:10 +0000 2018	
769	En la lucha contra la enfermedad de #Chagas, conozcamos más acerca de esta enfermedad. https://t.co/DmSOAZg6hu https://t.co/C5tedXJ0if	4	2	Mon Apr 23 16:20:13 +0000 2018	
770	Reconozca los síntomas de Infección Respiratoria Agua - IRA en infantes https://t.co/Akc28GIzny	2	1	Mon Apr 23 16:01:00 +0000 2018	
771	#TempoardaDeLluvias https://t.co/hdvZGIjjz4	4	3	Mon Apr 23 15:49:35 +0000 2018	
772	En el Hospital Universitario Del Valle ViceSalud, Luis F Correa Serna con la princesa de Jordania @dinamired y auto… https://t.co/C7Fd9KwtMI	3	1	Mon Apr 23 15:44:27 +0000 2018	
773	Cinco signos de alarma para prevenir #EnfermedadesRespiratorias en menores. #GripaAMetros. https://t.co/rYVnFiggVb	1	1	Mon Apr 23 15:40:10 +0000 2018	
