text	retweet_count
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Todos los profesionales que interactúen con un niño con #SíndromeDeDown deben brindarle los estímulos y la motivaci… https://t.co/K2q3lAg4pn	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Una actividad física frecuente reduce el riesgo de padecer diabetes en un 27%  #ActividadFísicaParaLaVida https://t.co/lad6U2ISVO	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Una actividad física frecuente reduce el riesgo cardiovascular en un 30%  #ActividadFísicaParaLaVida https://t.co/ueOh2A6cZX	6
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#OjoAlDato<f0><U+009F><U+0091><U+0089> ¿Cuáles son los lugares seguros durante una #TormentaEléctrica? 	
2	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si eres es joven, ‘pilo’ y tienes una muy buena iniciativa para prevenir la maternidad y paternidad temprana ¡Te es… https://t.co/Ucd1GSdgcK	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedSurOcci: #ElDato Ya conoces los servicios de nuestra USS Laureles? Aquí <f0><U+009F><U+0091><U+0087> te lo compartimos @SectorSalud @VMartinez35 @Yulieth_Lo…	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @Alcaldiakennedy: Inició la #CarreraAtléticaDeKennedy con la entrega de kits, desfile inaugural y actos protocolarios. Un evento de encu…	5
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @johnfcortes: Teresa, la guerrera de 64 años que venció un tumor en el cerebro https://t.co/mDNTYV4gX8 vía @eltiempo @lusanchez1240 @Sec…	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Alimentación balanceada + actividad fisica diaria mejoran tu salud #DíaMundialdeLaActividadFisica… https://t.co/94pZ5yVNIE	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Practicar mínimo 150 minutos semanales de actividad física  hace parte de un estilo de vida saludable… https://t.co/boLNYeueFN	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
No ponga en riesgo a sus hijos. Para prevenir que contraigan la tosferina la mejor medida es la vacunación. Tenga e… https://t.co/p9fNAYBxt2	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿Y qué dice en la nueva legislación sobre la donación de órganos y tejidos la presunción legal de donación? Aquí te… https://t.co/xs23XMWvnd	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Comparte el don de la vida! ¿Sabes qué es la donación de órganos? Aquí te lo explicamos porque… https://t.co/MLKGzOESpR	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si el diagnóstico del médico es positivo para tosferina tenga en cuenta las siguientes recomendaciones para superar… https://t.co/rpOdjhEjLW	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿#SabesQue dice la nueva legislación sobre la donación de órganos y tejidos? Aquí te la explicamos.… https://t.co/TDUuOVTqzo	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Conoce cuál es el proceso para ingresar a la lista de espera para el trasplante de un órgano o tejido.… https://t.co/crFmz7ndzi	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La Secretaría de Salud ha intensificado las acciones de prevención, vigilancia y control para la detección temprana… https://t.co/MfYogtIJFy	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: <f0><U+009F><U+0093><U+00A2> #TrabajoSíHay | #MiSubRedNorte requiere los siguientes perfiles para contratación INMEDIATA. ¡Conoce más detalles y part…	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SDSAhora Los niños, niñas y padres de familia hacen un trato por el #BuenTrato en el Parque Santa Sofía de Barrios… https://t.co/XzwOSjD8Oc	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Con $190 millones se premiarán las mejores iniciativas juveniles para prevenir maternidad y paternidad temprana. Pa… https://t.co/yxB3jfSoCv	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿#SabíasQue la cornea, piel, huesos, médula ósea, vasos sanguíneos, válvulas cardiacas, cartílagos y tendones se pu… https://t.co/KIkMWEqzpZ	8
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En la Feria de niños y jóvenes  #UnDosTresxMí  este domingo a las 10:00 am  los niños disfrutarán de danza aeróbica… https://t.co/dLV2aGxgFl	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Trabajamos en articulación con otras entidades distritales para evitar que niños, niñas y adolescentes se vean rela… https://t.co/4m2mVF2Y4y	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Este año el alcalde mayor @EnriquePenalosa continúa en su firme propósito de garantizar los derechos y desarrollo i… https://t.co/juj97AqWlm	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Entre los casos de tosferina que se han reportado durante 2018, la mayoría están en las localidades de Suba, Usaqué… https://t.co/UITAUPAiSx	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Prevenir es tarea de todos!	
1	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Para el alcalde @EnriquePenalosa es prioridad la primera infancia <f0><U+009F><U+0091><U+00B6>, por eso desde la Secretaría Social <f0><U+009F><U+0092><U+0099> nos preoc… https://t.co/tj62iCioJa	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Conoce cuáles órganos se pueden donar y trasplantar. #EnBogotáTodosSomosDonantes https://t.co/gZGWfHTMpd	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Trabajamos para que todas las niñas y los niños tengan una vida mejor,<f0><U+009F><U+0091><U+00B6><f0><U+009F><U+0092><U+0099> con un óptimo desarrollo en la primera inf… https://t.co/kwi2tGnW1z	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Las personas con #SíndromeDeDown suelen presentar alteraciones físicas que incrementan significativamente la posibi… https://t.co/6byigVswYm	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En el 2018, 54 mil niñas y niños menores de 4 años de Bogotá están disfrutando de sus jardines infantiles <U+26F2><f0><U+009F><U+008C><U+0088> con es… https://t.co/RktnFhcT2O	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Conoce cuál es el periodo de vida de los órganos y tejidos donados. #EnBogotáTodosSomosDonantes https://t.co/C9yxY7MJob	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La Feria de niños y jóvenes  #UnDosTresxMí   contará con una exhibición canina de la escuadra canina de relaciones… https://t.co/JkGIkhIM8X	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SDSAhora La @SubRedCentroOri en el Polideportivo Villa de los Alpes en la	
2	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La @SubRedNorte  comprometida con el bienestar de nuestros niñas y niñas, #AEstaHora en Parque Fontanar de Suba nos… https://t.co/K8mXVYKIYE	5
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Miles de ñiñas y niños disfrutan de su derecho a la educación <f0><U+009F><U+0091><U+008F> 	
1	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Participa de la capacitación en nutrición en la Feria de niños y jóvenes  #UnDosTresxMí  #YoLeComproABogotá https://t.co/nCjJ2kklSC	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La alimentación complementaria después de los 6 meses de edad, la vacunación, la asistencia al odontólogo desde los… https://t.co/P78Ji57Pfe	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La tosferina tiene un ciclo epidémico que se puede producir cada tres o cinco años. En #Bogotá el último pico se re… https://t.co/1FmoOZwBQZ	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Sabemos que la mejor forma de hacer felices <f0><U+009F><U+0098><U+0081> a niñas y niños de grupos étnicos es en las 10 Casas de Pensamiento I… https://t.co/0aD4kGG6By	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Prográmate hoy y mañana en la Plaza de los Artesanos  Feria de niños y jóvenes  #UnDosTresxMí  #YoLeComproABogotá https://t.co/R6PEhWeN6X	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Nos encanta verlos sonreír <f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0080>... en los jardines infantiles contamos con ambientes de atención y aprendizaje con gr… https://t.co/iaGLr5oASS	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @integracionbta: #NotiSocial Conoce aquí todo lo que Bogotá ha logrado para garantizar los derechos de los niños y niñas de la ciudad <f0><U+009F><U+0091><U+0089><f0><U+009F><U+008F><U+00BB>…	25
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿#SabíasQue la donación de órganos y tejidos no tiene ningún costo y que están incluidos en el Plan Obligatorio de… https://t.co/tX8PG9FUp3	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#NosMovemosPorLaNiñez garantizando una vida sana y promovemos en Bogotá el bienestar para la primera infancia https://t.co/S0SQJbKZRx	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Felicita a los niños y niñas en su día	
	
	
	
	
	
0	6
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿Sabías que un donante de órganos y tejidos puede salvar hasta 55 vidas? #EnBogotáTodosSomosDonantes https://t.co/leyh5CHp4v	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Esta enfermedad es altamente transmisible y sobre todo afecta a menores de 5 años. Aprende qué la provoca.… https://t.co/GBBXwMO2AB	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Con equipos interdisciplinarios realizamos actividades en parques infantiles, centros comerciales y salones comunal… https://t.co/V3KzpqQj08	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SéParteDelCambio si eres un joven entre 18 y 28 años y tienes una muy buena iniciativa para prevenir la maternidad… https://t.co/8VwICBnCtZ	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @luismorales0621: Esto hacen nuestros médicos, héroes anónimos que dedican su vida a los demás, a salvar vidas sin importarles sacrifica…	38
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Hoy me toca a mí, mañana tal vez a ti. ¡Donar órganos salva vidas! #EnBogotáTodosSomosDonantes ¿Sabes qué es el tra… https://t.co/n8aid8r2Mv	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Teresa, la guerrera de 64 años que venció un tumor en el cerebro https://t.co/vZH7Fe9ZIR vía @eltiempo	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @luismorales0621: No más filas! Revisando los ajustes finales al Call Center Único para citas en nuestros hospitales distritales y en Ca…	47
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Reducir el riesgo es nuestra mejor opción! 	
" actuar… https://t.co/yjrTWdTfaE"""	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Alguna vez ha escuchado hablar del coqueluche o la tosferina. Si usted no sabe que son, aquí se lo contamos.… https://t.co/ugWbYrFXdh	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La tosferina se presenta con síntomas de un resfriado común. Asegúrate de llevar a tus hijos al médico para tener e… https://t.co/1GCCQuEThS	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Las infecciones respiratorias agudas son enfermedades que pueden afectar una parte o todo el aparato… https://t.co/MqxEECnUAT	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
"""#RespiraSinIRA Evita la transmisión de infecciones respiratorias agudas. Conoce sus síntomas"	
1	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
<f0><U+009F><U+0093><U+008C> #TenPresente estas indicaciones si vas conduciendo y se presenta una granizada.	
" ¡Reduc… https://t.co/zITEOXuwOW"""	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Para que no te contagies con una infección respiratoria ten en cuenta estas recomendaciones https://t.co/mOMXmi1cm2	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Evita que a quien esté a tu lado le dé ira tu estornudo https://t.co/bdYNwjhaip	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#QueOrgullo Conoce nuestra nueva Unidad Pediátrica en la Unidad de Servicios de Salud San Blas.… https://t.co/PYmIZZWbTp	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En caso de #TormentaEléctrica<U+26C8><U+FE0F> apague o desconecte los equipos electrónicos. En la #TemporadaDeLluvias<f0><U+009F><U+008C><U+00A7><U+FE0F><U+2614> prevenir… https://t.co/xIvUrJMo9K	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Consulta al médico si tienes alguno de estos síntomas https://t.co/9msRwfa91y	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Comparte el don de la vida! Llámanos y haz parte de esta Campaña porque #EnBogotáTodosSomosDonantes https://t.co/MUlPlwGrVv	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/YLEitvhZXW	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @GobiernoBTA: El reciclaje es una de las actividades más sencillas en las que podemos participar para ayudar a mantener limpia nuestra c…	8
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @USSimonBolivar: Equipo médico de la USS Fray Bartolomé de las Casas, de #MiSubRedNorte, le celebró los 102 años de vida a uno de sus pa…	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedSurOcci: #Felicidades Más de 35 personas de la localidad de Kennedy participaron de la capacitación Fórmate como cuidador. @SubRe…	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @Capitalsalud: @Capitalsalud presente en la semana de la cultura de la seguridad social de @SectorSalud, afiliaciones, novedades, autori…	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: <f0><U+009F><U+0093><U+00A2> #TrabajoSíHay | #MiSubRedNorte requiere los siguientes perfiles para contratación INMEDIATA. ¡Conoce más detalles y part…	8
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedSurOcci: Las gerentes de las Subredes en la mesa de seguimiento del Call Center distrital, la reorganización del sector se consol…	7
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En #TemporadaDeLluvias<f0><U+009F><U+008C><U+00A7><U+FE0F><U+2614> conocer el Plan de Contingencia y saber cómo actuar es tarea de todos.	
0	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SéParteDelCambio si tienes entre 18 y 28 años te invitamos a presentar propuestas que ayuden de manera creativa a… https://t.co/57Y5Molhc8	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Trabajamos en articulación con otras entidades distritales para evitar que niños, niñas y adolescentes se vean rela… https://t.co/LLMdeD8TqK	6
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones  para evitar las infecciones respiratorias https://t.co/rmPwjGwS49	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones https://t.co/TI3RYak0qQ	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/a1RjjtmZPm	7
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La alimentación y el estilo de vida tienen un papel fundamental para el estado de salud de las personas con… https://t.co/LwLCRcpyHJ	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/SOV1vMDZCa	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @integracionbta: Conoce a José Céspedes, uno de los mil ex habitantes de calle que ha recuperado su vida en los centros de atención de l…	362
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/qn6czMKZfN	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La alimentación complementaria después de los 6 meses de edad, la vacunación, la asistencia al odontólogo desde los… https://t.co/dopdCgqFFd	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/vs64184YU7	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Con equipos interdisciplinarios  realizamos actividades en parques infantiles, centros comerciales y salones comuna… https://t.co/zsrJ4c6rKy	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Aplica estás prácticas para evitar la proliferación de enfermedades respiratorias. Consulta más info… https://t.co/5b93eJdrma	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Cuántas veces al día te lavas las manos?  Aprende a hacerlo de manera correcta en… https://t.co/gDoLPq1yWP	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En la Semana del Buen Trato, entre el 21 y el 28 de abril, @SectorSalud promueve el cuidado y los derechos de los n… https://t.co/EgQnau6IJA	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#QueOrgullo trabajar todos los días por nuestros niños. La Alcaldía de Bogotá puso en funcionamiento la unidad espe… https://t.co/1iRHnhO95H	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En la Semana del Buen Trato, entre el 21 y el 28 de abril, @SectorSalud promueve el cuidado y los derechos de los n… https://t.co/uwvYLUFdlY	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En la Unidad de Servicios de Salud los niños tienen a disposición el servicio de atención médica especializada a cu… https://t.co/BvZSncwZKH	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En tres turnos, durante las 24 horas del día, médicos, especialistas y enfermeros están disponibles para atender de… https://t.co/IbCPALIaOc	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La Unidad Pediátrica de @USSSanBlas está en capacidad de realizar mensualmente un promedio de 3.000 atenciones… https://t.co/BPG4DMMyPT	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si vives en las localidades de Santa Fe, Candelaria, San Cristóbal, Mártires, Antonio Nariño y Rafael Uribe tus hij… https://t.co/YtoUfwfVKU	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Los niños que son atendidos en la Unidad Hospitalaria de la @USSSanBlas no pierden tiempo en su formación académica… https://t.co/qf8QPAwh5J	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La @USSSanBlas tiene disponible el mejor equipo médico especializado en la atención pediátrica para atender a los p… https://t.co/eAykxp9NBq	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿Y qué dice en la nueva legislación sobre la donación de órganos y tejidos la presunción legal de donación? Aquí te… https://t.co/7pm4KyvaqF	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Ahora tus hijos recibirán la mejor atención médica especializada en la @USSSanBlas. Estrenamos la Unidad Hospitalar… https://t.co/1UOfXyKNj3	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿#SabesQue dice la nueva legislación sobre la donación de órganos y tejidos? Aquí te la explicamos.… https://t.co/fitnfW7a3l	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Su tu hijo necesita de servicios especializados de pediatría y resides en el centro oriente de Bogotá, puedes acudi… https://t.co/vVYVGNzd06	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Conoce cuál es el proceso para ingresar a la lista de espera para el trasplante de un órgano o tejido.… https://t.co/wUZ3eBYYdv	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Ahora los pequeños pacientes reciben atención médica multidisciplinaria e integral en un solo lugar, antes los serv… https://t.co/dD9brGWnCF	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
<f0><U+009F><U+0094><U+0098>#Imperdible Toma ya el curso  #PrimerRespondiente #GenteQueAyuda	
	
3	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿Conoces cuáles son los servicios especializados de pediatría con los que cuenta el centro oriente de Bogotá?… https://t.co/AMXh6MHL9m	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#QueOrgullo Conoce nuestra nueva Unidad Pediátrica en la Unidad de Servicios de Salud San Blas.… https://t.co/1dLUNRjv0E	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Conoce cuáles órganos se pueden donar y trasplantar. #EnBogotáTodosSomosDonantes https://t.co/CprhOXg0m7	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En la Unidad de Servicios de Salud San Blas se concentra ahora el servicio especializado en pediatría para las loca… https://t.co/D07zcUN1gs	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @NoticiasRCN: Cientos de niños del suroriente del Bogotá se beneficiarán semanalmente con la nueva Sala de Pediatría del Hospital San Bl…	13
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Conoce cuál es el periodo de vida de los órganos y tejidos donados. #EnBogotáTodosSomosDonantes https://t.co/ike4sXoC0d	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
El trabajo articulado entre la Secretaría Distrital de Salud y la Subred Integrada Centro Oriente permitió mejorar… https://t.co/fpbncZZ1dF	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SeguridadBOG: <f0><U+009F><U+0093><U+00A2>¡La Feria Distrital regresa a Ciudad Bolívar ! 	
	
" estaremos con nuestras Casas de Just…"""	17
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @luismorales0621: Las ambulancias necesitan de la colaboración de todos cediendo la vía. Lamentablemente eso no sucede en la mayoría de…	8
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿#SabíasQue la donación de órganos y tejidos no tiene ningún costo y que están incluidos en el Plan Obligatorio de… https://t.co/N2T18NmMsu	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
<f0><U+009F><U+0094><U+0098>#Imperdible Toma ya el curso  #PrimerRespondiente #GenteQueAyuda	
	
1	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @DistritoJoven_: Estamos en vivo hablando de lo que será la nueva Política Pública de Juventud en la @Utadeo_edu_co 	
10	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @AlcaldiadeBosa: En un recorrido por nuestra localidad, el Alcalde @EnriquePenalosa verificó los avances de la Avenida Bosa y la Avenida…	12
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#QueOrgullo Conoce por qué los héroes en Bogotá van en ambulancia y salvan vidas. Nota de @CanalCapital y @jocrogo https://t.co/EAKITGb44V	10
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¿Sabías que un donante de órganos y tejidos puede salvar hasta 55 vidas? #EnBogotáTodosSomosDonantes https://t.co/p2KA7zYC7L	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Necesitamos de tu ayuda y solidaridad!	
0	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En Bogotá ya son 20 Centros de Atención Prioritaria en Salud que están para tu servicio. Y te contamos que serán 40… https://t.co/GAN9XcxLGN	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
"RT @EnriquePenalosa: Con acciones pedagógicas cómo ""Alicia en el País de la Transparencia"", una obra de teatro que resalta valores como la…"	15
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @BogotaInter_nal: El experto @JeffSpeckAICP habla sobre la implementación del sistema de transporte como el @TransMilenio y el uso de la…	35
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Hoy me toca a mí, mañana tal vez a ti. ¡Donar órganos salva vidas! #EnBogotáTodosSomosDonantes ¿Sabes qué es el tra… https://t.co/Zz5v3DRZtW	6
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Comparte el don de la vida! Llámanos y haz parte de esta Campaña porque #EnBogotáTodosSomosDonantes https://t.co/adHQYlx5si	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Comparte el don de la vida! ¿Sabes qué es la donación de órganos? Aquí te lo explicamos porque… https://t.co/5kZt7wTNKZ	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La esperanza de vida de personas con #SíndromeDeDown se ha elevado a 60 años con la ayuda de los avances de la medi… https://t.co/k4RnMUjFcv	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: En el marco de la Semana de la Seguridad Social en la @SectorSalud, la doctora Yolanda Munar, referente de Humanizacion de…	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Trabajamos en articulación con otras entidades distritales para evitar que niñoss y adolescentes se vean relacionad… https://t.co/kxiIOtdkhK	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @luismorales0621: Así avanzan las obras de adecuación de las urgencias del Hospital de Suba que hacen parte de la Unidad Materno Infanti…	33
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Con equipos interdisciplinarios @SectorSalud realiza actividades en parques, centros comerciales y salones comunale… https://t.co/hDquktWMCs	6
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @Alcaldiakennedy: #FelizJueves @Alcaldiakennedy #AEstaHora #ConsejoLocalDeSeguridadParaLasMujeres trabajo interinstitucional balance 201…	15
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @Bogota: Te presentamos la nueva unidad especializada de pediatría en el hospital San Blas. Más de 50 profesionales, entre pediatras, mé…	9
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En la Semana del Buen Trato, entre el 21 y el 28 de abril, @SectorSalud promueve el cuidado y los derechos de los n… https://t.co/xUaVpp25NU	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Alcalde Peñalosa entrega nueva unidad de pediatría en el hospital San Blas  https://t.co/UUWxKfXO7G vía @WRadioColombia	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Pilas con la gripa. ¿Cómo se previenen las infecciones respiratorias? Ten en cuenta estas recomendaciones.… https://t.co/D8SC6oLzek	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Estos son los cuidados que debemos de tener con los menores de 5 años para alejarlos de las infecciones respiratori… https://t.co/ZU3RFBhh1S	5
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @DanielMejiaL: https://t.co/QhcPjRgxce	147
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En minutos desde @CanalCapital  en su programa En directo vamos con recomendaciones por Infecciones Respiratorias.… https://t.co/KSKRTXqYOl	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: <f0><U+009F><U+008E><U+0089>El @ConcejoDeBogota y @SectorSaludotorgaron la Orden Civil al Mérito Responsabilidad Social Dona Bogotá a #MiSubRedNorte…	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: Trabajar en equipo en donación de órganos y tejidos nos compromete cada vez más, con sentido humano, a seguir en esta tare…	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Inauguran unidad pediátrica especializada en el hospital San Blas https://t.co/Vz43AGVqZi vía @eltiempo	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Comparte el don de la vida! Llámanos y haz parte de esta Campaña porque #EnBogotáTodosSomosDonantes https://t.co/CpToyAZTIS	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @Bogota: ¿Sabías que un donante de órganos y tejidos puede salvar hasta 55 vidas? #EnBogotáTodosSomosDonantes https://t.co/Ux7e3xOZ0P	6
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @ConcejoDeBogota: El Premio Orden Civil al Mérito Responsabilidad Social #DonaBogotá2018 es una condecoración muy loable con la que exal…	5
	
